Domain,Subdomain,Sub_subdomain,Algorithm,Title,Description,Link
Computer science,Programming language theory,Parsing,,Recursive descent parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Recursive_descent_parser
Computer science,Programming language theory,Parsing,,Shunting yard algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shunting_yard_algorithm
Computer science,Programming language theory,Parsing,,Pratt parser,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pratt_parser
Computer science,Programming language theory,Parsing,,Lexical analysis,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lexical_analysis
Computer science,Quantum algorithms,,,Deutsch-Jozsa algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Deutsch-Jozsa_algorithm
Computer science,Quantum algorithms,,,Grover's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Grover%27s_algorithm
Computer science,Quantum algorithms,,,Shor's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shor%27s_algorithm
Computer science,Quantum algorithms,,,Simon's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Simon%27s_algorithm
Computer science,Theory of computation and automata,,,DFA minimization,Hopcroft's algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/DFA_minimization#Hopcroft's_algorithm
Computer science,Theory of computation and automata,,,Powerset construction,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Powerset_construction
Computer science,Theory of computation and automata,,,Tarski–Kuratowski algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Tarski%E2%80%93Kuratowski_algorithm
Information theory and signal processing,Coding theory,Error detection and correction,,Berlekamp–Massey algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Berlekamp%E2%80%93Massey_algorithm
Information theory and signal processing,Coding theory,Error detection and correction,,Peterson–Gorenstein–Zierler algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Peterson%E2%80%93Gorenstein%E2%80%93Zierler_algorithm
Information theory and signal processing,Coding theory,Error detection and correction,,Reed–Solomon error correction,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Reed%E2%80%93Solomon_error_correction
Information theory and signal processing,Coding theory,Error detection and correction,,BCJR algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/BCJR_algorithm
Information theory and signal processing,Coding theory,Error detection and correction,,Forward error correction,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Forward_error_correction
Information theory and signal processing,Coding theory,Error detection and correction,,Gray code,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gray_code
Information theory and signal processing,Coding theory,Error detection and correction,,"Hamming(7,4)",,"https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hamming(7,4)"
Information theory and signal processing,Coding theory,Error detection and correction,,Hamming distance,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hamming_distance
Information theory and signal processing,Coding theory,Error detection and correction,,Hamming weight,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hamming_weight
Information theory and signal processing,Coding theory,Error detection and correction,,Adler-32,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Adler-32
Information theory and signal processing,Coding theory,Error detection and correction,,Cyclic redundancy check,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cyclic_redundancy_check
Information theory and signal processing,Coding theory,Error detection and correction,,Damm algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Damm_algorithm
Information theory and signal processing,Coding theory,Error detection and correction,,Fletcher's checksum,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fletcher%27s_checksum
Information theory and signal processing,Coding theory,Error detection and correction,,Longitudinal redundancy check,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Longitudinal_redundancy_check
Information theory and signal processing,Coding theory,Error detection and correction,,Luhn algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Luhn_algorithm
Information theory and signal processing,Coding theory,Error detection and correction,,Luhn mod N algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Luhn_mod_N_algorithm
Information theory and signal processing,Coding theory,Error detection and correction,,Parity bit,Parity,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Parity_bit
Information theory and signal processing,Coding theory,Error detection and correction,,Verhoeff algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Verhoeff_algorithm
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Burrows–Wheeler transform,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Burrows%E2%80%93Wheeler_transform
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Context tree weighting,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Context_tree_weighting
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Delta encoding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Delta_encoding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Dynamic Markov compression,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dynamic_Markov_compression
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Byte pair encoding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Byte_pair_encoding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,DEFLATE (algorithm),DEFLATE,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/DEFLATE_(algorithm)
Information theory and signal processing,Coding theory,Lossless compression algorithms,,LZ77 and LZ78,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LZ77_and_LZ78
Information theory and signal processing,Coding theory,Lossless compression algorithms,,LZJB,Lempel–Ziv Jeff Bonwick,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LZJB
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Lempel–Ziv–Markov chain algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lempel%E2%80%93Ziv%E2%80%93Markov_chain_algorithm
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Lempel–Ziv–Oberhumer,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lempel%E2%80%93Ziv%E2%80%93Oberhumer
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Lempel–Ziv–Stac,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lempel%E2%80%93Ziv%E2%80%93Stac
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Lempel–Ziv–Storer–Szymanski,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lempel%E2%80%93Ziv%E2%80%93Storer%E2%80%93Szymanski
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Lempel–Ziv–Welch,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lempel%E2%80%93Ziv%E2%80%93Welch
Information theory and signal processing,Coding theory,Lossless compression algorithms,,LZWL,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LZWL
Information theory and signal processing,Coding theory,Lossless compression algorithms,,LZX,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LZX
Information theory and signal processing,Coding theory,Lossless compression algorithms,,LZRW,Lempel–Ziv Ross Williams,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/LZRW
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Range encoding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Range_encoding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Adaptive Huffman coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Adaptive_Huffman_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Package-merge algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Package-merge_algorithm
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Shannon–Fano coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shannon%E2%80%93Fano_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Shannon–Fano–Elias coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shannon%E2%80%93Fano%E2%80%93Elias_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Golomb coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Golomb_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Rice coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Rice_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Truncated binary encoding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Truncated_binary_encoding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Unary coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Unary_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Elias delta coding,delta,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Elias_delta_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Exponential-Golomb coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Exponential-Golomb_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Fibonacci coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fibonacci_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Levenshtein coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Levenshtein_coding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,FELICS,Fast Efficient & Lossless Image Compression System,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/FELICS
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Incremental encoding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Incremental_encoding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,PPM compression algorithm,Prediction by partial matching,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/PPM_compression_algorithm
Information theory and signal processing,Coding theory,Lossless compression algorithms,,Run-length encoding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Run-length_encoding
Information theory and signal processing,Coding theory,Lossless compression algorithms,,SEQUITUR algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/SEQUITUR_algorithm
Information theory and signal processing,Coding theory,Lossy compression algorithms,,3Dc,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/3Dc
Information theory and signal processing,Coding theory,Lossy compression algorithms,,A-law algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/A-law_algorithm
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Code-excited linear prediction,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Code-excited_linear_prediction
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Linear predictive coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Linear_predictive_coding
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Mu-law algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Mu-law_algorithm
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Warped Linear Predictive Coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Warped_Linear_Predictive_Coding
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Block Truncation Coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Block_Truncation_Coding
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Embedded Zerotree Wavelet,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Embedded_Zerotree_Wavelet
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Fast Cosine Transform,Fast Cosine Transform algorithms,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fast_Cosine_Transform
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Fractal compression,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fractal_compression
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Set Partitioning in Hierarchical Trees,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Set_Partitioning_in_Hierarchical_Trees
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Wavelet compression,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Wavelet_compression
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Transform coding,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Transform_coding
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Video compression,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Video_compression
Information theory and signal processing,Coding theory,Lossy compression algorithms,,Vector quantization,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Vector_quantization
Information theory and signal processing,Digital signal processing,,,Adaptive-additive algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Adaptive-additive_algorithm
Information theory and signal processing,Digital signal processing,,,Bluestein's FFT algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bluestein%27s_FFT_algorithm
Information theory and signal processing,Digital signal processing,,,Bruun's FFT algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bruun%27s_FFT_algorithm
Information theory and signal processing,Digital signal processing,,,Cooley–Tukey FFT algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cooley%E2%80%93Tukey_FFT_algorithm
Information theory and signal processing,Digital signal processing,,,Fast Fourier transform,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fast_Fourier_transform
Information theory and signal processing,Digital signal processing,,,Prime-factor FFT algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Prime-factor_FFT_algorithm
Information theory and signal processing,Digital signal processing,,,Rader's FFT algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Rader%27s_FFT_algorithm
Information theory and signal processing,Digital signal processing,,,Fast folding algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fast_folding_algorithm
Information theory and signal processing,Digital signal processing,,,Gerchberg–Saxton algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Gerchberg%E2%80%93Saxton_algorithm
Information theory and signal processing,Digital signal processing,,,Goertzel algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Goertzel_algorithm
Information theory and signal processing,Digital signal processing,,,Karplus-Strong string synthesis,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Karplus-Strong_string_synthesis
Information theory and signal processing,Digital signal processing,Image processing,,Histogram equalization,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Histogram_equalization
Information theory and signal processing,Digital signal processing,Image processing,,Adaptive histogram equalization,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Adaptive_histogram_equalization
Information theory and signal processing,Digital signal processing,Image processing,,Connected-component labeling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Connected-component_labeling
Information theory and signal processing,Digital signal processing,Image processing,,Error diffusion,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Error_diffusion
Information theory and signal processing,Digital signal processing,Image processing,,Floyd–Steinberg dithering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Floyd%E2%80%93Steinberg_dithering
Information theory and signal processing,Digital signal processing,Image processing,,Ordered dithering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ordered_dithering
Information theory and signal processing,Digital signal processing,Image processing,,Riemersma dithering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Riemersma_dithering
Information theory and signal processing,Digital signal processing,Image processing,,Difference-map algorithm,difference-map algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Difference-map_algorithm
Information theory and signal processing,Digital signal processing,Image processing,,Canny edge detector,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Canny_edge_detector
Information theory and signal processing,Digital signal processing,Image processing,,Generalised Hough transform,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Generalised_Hough_transform
Information theory and signal processing,Digital signal processing,Image processing,,Hough transform,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hough_transform
Information theory and signal processing,Digital signal processing,Image processing,,Marr–Hildreth algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Marr%E2%80%93Hildreth_algorithm
Information theory and signal processing,Digital signal processing,Image processing,,Scale-invariant feature transform,SIFT,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Scale-invariant_feature_transform
Information theory and signal processing,Digital signal processing,Image processing,,SURF (Speeded Up Robust Features) (page does not exist),SURF (Speeded Up Robust Features),https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=SURF_(Speeded_Up_Robust_Features)&action=edit&redlink=1
Information theory and signal processing,Digital signal processing,Image processing,,Richardson–Lucy deconvolution,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Richardson%E2%80%93Lucy_deconvolution
Information theory and signal processing,Digital signal processing,Image processing,,Blind deconvolution,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Blind_deconvolution
Information theory and signal processing,Digital signal processing,Image processing,,Median filtering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Median_filtering
Information theory and signal processing,Digital signal processing,Image processing,,Seam carving,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Seam_carving
Information theory and signal processing,Digital signal processing,Image processing,,GrowCut algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/GrowCut_algorithm
Information theory and signal processing,Digital signal processing,Image processing,,Random walker algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Random_walker_algorithm
Information theory and signal processing,Digital signal processing,Image processing,,Region growing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Region_growing
Information theory and signal processing,Digital signal processing,Image processing,,Watershed (algorithm),Watershed transformation,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Watershed_(algorithm)
Software engineering,,,,Cache algorithms,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cache_algorithms
Software engineering,,,,CHS conversion,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/CHS_conversion
Software engineering,,,,Double dabble,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Double_dabble
Software engineering,,,,Fowler–Noll–Vo hash function,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fowler%E2%80%93Noll%E2%80%93Vo_hash_function
Software engineering,,,,Pearson hashing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Pearson_hashing
Software engineering,,,,Zobrist hashing,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Zobrist_hashing
Software engineering,,,,Unicode Collation Algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Unicode_Collation_Algorithm
Software engineering,,,,Xor swap algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Xor_swap_algorithm
Database algorithms,,,,Algorithms for Recovery and Isolation Exploiting Semantics,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Algorithms_for_Recovery_and_Isolation_Exploiting_Semantics
Database algorithms,,,,Block nested loop,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Block_nested_loop
Database algorithms,,,,Hash join,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Hash_join
Database algorithms,,,,Nested loop join,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Nested_loop_join
Database algorithms,,,,Sort-Merge Join,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Sort-Merge_Join
Distributed systems algorithms,,,,Bully algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Bully_algorithm
Distributed systems algorithms,,,,Byzantine fault tolerance,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Byzantine_fault_tolerance
Distributed systems algorithms,,,,Berkeley algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Berkeley_algorithm
Distributed systems algorithms,,,,Cristian's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cristian%27s_algorithm
Distributed systems algorithms,,,,Intersection algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Intersection_algorithm
Distributed systems algorithms,,,,Marzullo's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Marzullo%27s_algorithm
Distributed systems algorithms,,,,Dijkstra-Scholten algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dijkstra-Scholten_algorithm
Distributed systems algorithms,,,,Huang's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Huang%27s_algorithm
Distributed systems algorithms,,,,Lamport ordering,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lamport_ordering
Distributed systems algorithms,,,,Lamport's Distributed Mutual Exclusion Algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lamport%27s_Distributed_Mutual_Exclusion_Algorithm
Distributed systems algorithms,,,,Naimi-Trehel's log(n) Algorithm (page does not exist),Naimi-Trehel's log(n) Algorithm,https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=Naimi-Trehel%27s_log(n)_Algorithm&action=edit&redlink=1
Distributed systems algorithms,,,,Maekawa's Algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Maekawa%27s_Algorithm
Distributed systems algorithms,,,,Raymond's Algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Raymond%27s_Algorithm
Distributed systems algorithms,,,,Ricart-Agrawala Algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Ricart-Agrawala_Algorithm
Distributed systems algorithms,,,,Paxos algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Paxos_algorithm
Distributed systems algorithms,,,,Chandy-Lamport algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Chandy-Lamport_algorithm
Distributed systems algorithms,,,,Vector clocks,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Vector_clocks
Distributed systems algorithms,Memory allocation and deallocation algorithms,,,Buddy memory allocation,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Buddy_memory_allocation
Distributed systems algorithms,Memory allocation and deallocation algorithms,,,Cheney's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Cheney%27s_algorithm
Distributed systems algorithms,Memory allocation and deallocation algorithms,,,Garbage collection (computer science),Generational garbage collector,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Garbage_collection_(computer_science)
Distributed systems algorithms,Memory allocation and deallocation algorithms,,,Mark-compact algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Mark-compact_algorithm
Distributed systems algorithms,Memory allocation and deallocation algorithms,,,Mark and sweep,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Mark_and_sweep
Distributed systems algorithms,Memory allocation and deallocation algorithms,,,Semi-space collector (page does not exist),Semi-space collector,https://en.wikipedia.org/wiki/List_of_algorithms/w/index.php?title=Semi-space_collector&action=edit&redlink=1
Distributed systems algorithms,Memory allocation and deallocation algorithms,,,Reference counting,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Reference_counting
Networking,,,,Karn's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Karn%27s_algorithm
Networking,,,,Luleå algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lule%C3%A5_algorithm
Networking,,,,Exponential backoff,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Exponential_backoff
Networking,,,,Nagle's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Nagle%27s_algorithm
Networking,,,,Truncated binary exponential backoff,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Truncated_binary_exponential_backoff
Operating systems algorithms,,,,Banker's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Banker%27s_algorithm
Operating systems algorithms,,,,Adaptive replacement cache,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Adaptive_replacement_cache
Operating systems algorithms,,,,Clock with Adaptive Replacement,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Clock_with_Adaptive_Replacement
Operating systems algorithms,Process synchronization,,,Dekker's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Dekker%27s_algorithm
Operating systems algorithms,Process synchronization,,,Lamport's Bakery algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Lamport%27s_Bakery_algorithm
Operating systems algorithms,Process synchronization,,,Peterson's algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Peterson%27s_algorithm
Operating systems algorithms,Scheduling,,,Earliest deadline first scheduling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Earliest_deadline_first_scheduling
Operating systems algorithms,Scheduling,,,Fair-share scheduling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Fair-share_scheduling
Operating systems algorithms,Scheduling,,,Least slack time scheduling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Least_slack_time_scheduling
Operating systems algorithms,Scheduling,,,List scheduling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/List_scheduling
Operating systems algorithms,Scheduling,,,Multi level feedback queue,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Multi_level_feedback_queue
Operating systems algorithms,Scheduling,,,Rate-monotonic scheduling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Rate-monotonic_scheduling
Operating systems algorithms,Scheduling,,,Round-robin scheduling,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Round-robin_scheduling
Operating systems algorithms,Scheduling,,,Shortest job next,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shortest_job_next
Operating systems algorithms,Scheduling,,,Shortest remaining time,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shortest_remaining_time
Operating systems algorithms,Scheduling,,,Top-nodes algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Top-nodes_algorithm
Operating systems algorithms,,Disk scheduling,,Elevator algorithm,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Elevator_algorithm
Operating systems algorithms,,Disk scheduling,,Shortest seek first,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Shortest_seek_first
Operating systems algorithms,,,,List of data structures,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/List_of_data_structures
Operating systems algorithms,,,,List of machine learning algorithms,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/List_of_machine_learning_algorithms
Operating systems algorithms,,,,List of pathfinding algorithms,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/List_of_pathfinding_algorithms
Operating systems algorithms,,,,List of algorithm general topics,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/List_of_algorithm_general_topics
Operating systems algorithms,,,,List of terms relating to algorithms and data structures,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/List_of_terms_relating_to_algorithms_and_data_structures
Operating systems algorithms,,,,Heuristic,,https://en.wikipedia.org/wiki/List_of_algorithms/wiki/Heuristic
